doc_no,sentence_no,word,tag
2006,10,ise,CONJ
2006,10,önümüzdeki,ADP
2006,10,günlerin,NOUN
2006,10,önemli,ADJ
2006,10,sorulardan,NOUN
2006,10,birisi,PRON
2006,10,olacak,VERB
2006,10,.,.
2006,11,Bu,DET
2006,11,sorunun,NOUN
2006,11,cevabı,NOUN
2006,11,Filistin'in,NOUN
2006,11,geleceğinde,ADJ
2006,11,hangi,PRON
2006,11,ülkelerin,NOUN
2006,11,ne,ADJ
2006,11,kadar,ADP
2006,11,etkisinin,NOUN
2006,11,olacağını,ADJ
2006,11,da,CONJ
2006,11,gösterecek,ADJ
2006,11,mahiyette.,NOUN
2006,11,.,.
2006,12,Bu,DET
2006,12,saldırının,NOUN
2006,12,sonucunda,NOUN
2006,12,Türkiye,NOUN
2006,12,Mısır,NOUN
2006,12,ilişkileri,NOUN
2006,12,daha,ADV
2006,12,da,CONJ
2006,12,derinleşerek,ADV
2006,12,stratejik,NOUN
2006,12,bir,ADJ
2006,12,nitelik,NOUN
2006,12,kazanabilir,VERB
2006,12,.,.
2006,13,Saldırı,NOUN
2006,13,ile,CONJ
2006,13,birlikte,ADV
2006,13,Filistin,NOUN
2006,13,sorununu,NOUN
2006,13,tek,ADJ
2006,13,başına,NOUN
2006,13,çözemeyeceğini,ADJ
2006,13,son,ADJ
2006,13,derece,NOUN
2006,13,iyi,ADJ
2006,13,anlayan,ADJ
2006,13,Mısır,ADJ
2006,13,halkı,NOUN
2006,13,ve,CONJ
2006,13,daha,ADV
2006,13,da,CONJ
2006,13,önemlisi,NOUN
2006,13,Mısır'da,NOUN
2006,13,Türkiye'ye,NOUN
2006,13,mesafeli,ADV
2006,13,bakan,ADJ
2006,13,Arap,NOUN
2006,13,milliyetçileri,NOUN
2006,13,Türkiye,NOUN
2006,13,ile,CONJ
2006,13,ilişkilere,NOUN
2006,13,daha,ADV
2006,13,olumlu,NOUN
2006,13,bakabilir,VERB
2006,13,.,.
2006,14,Bu,DET
2006,14,da,CONJ
2006,14,Mısır,NOUN
2006,14,içerisindeki,NOUN
2006,14,Türkiye'ye,NOUN
2006,14,karşı,ADP
2006,14,direnci,NOUN
2006,14,kırarak,ADV
2006,14,iki,ADJ
2006,14,ülke,NOUN
2006,14,arasındaki,NOUN
2006,14,ilişkileri,NOUN
2006,14,bir,DET
2006,14,üst,ADJ
2006,14,düzeye,NOUN
2006,14,taşıma,NOUN
2006,14,potansiyeli,NOUN
2006,14,içeriyor,NOUN
2006,14,.,.
2006,15,Bu,DET
2006,15,hafta,NOUN
2006,15,sonu,NOUN
2006,15,gerçekleşecek,ADJ
2006,15,Erdoğan,NOUN
2006,15,Mursi,NOUN
2006,15,görüşmesi,NOUN
2006,15,de,CONJ
2006,15,bu,DET
2006,15,saldırının,NOUN
2006,15,ardından,ADV
2006,15,çok,ADJ
2006,15,daha,ADV
2006,15,farklı,NOUN
2006,15,bir,DET
2006,15,önem,NOUN
2006,15,taşımaya,NOUN
2006,15,başladı,VERB
2006,15,.,.
2007,0,Suriye,NOUN
2007,0,için,ADP
2007,0,Cenevre,NOUN
2007,0,önerisi,NOUN
2007,0,Kahire,NOUN
2007,0,önemli,NOUN
2007,0,bir,DET
2007,0,görüşmeye,NOUN
2007,0,evsahipliği,NOUN
2007,0,yaptı,VERB
2007,0,Rusya,NOUN
2007,0,BM,NOUN
2007,0,ve,CONJ
2007,0,Arap,NOUN
2007,0,Birliği,NOUN
2007,0,temsilcileri,NOUN
2007,0,Suriye'yi,NOUN
2007,0,görüştü,VERB
2007,0,.,.
2007,1,Rusya,NOUN
2007,1,Dışişleri,NOUN
2007,1,Bakanı,NOUN
2007,1,Sergey,NOUN
2007,1,Lavrov,NOUN
2007,1,çözüm,NOUN
2007,1,için,ADP
2007,1,Cenevre,NOUN
2007,1,Anlaşması'nın,NOUN
2007,1,devreye,NOUN
2007,1,sokulmasını,NOUN
2007,1,istedi,VERB
2007,1,.,.
2007,2,BM,NOUN
2007,2,Temsilcisi,NOUN
2007,2,Brahimi,NOUN
2007,2,Güvenlik,NOUN
2007,2,Konseyi'ne,NOUN
2007,2,karar,NOUN
2007,2,çağrısında,NOUN
2007,2,bulundu.,VERB
2007,3,Suriye'deki,NOUN
2007,3,gelişmeler,NOUN
2007,3,Mısı'deki,NOUN
2007,3,masaya,NOUN
2007,3,yatırıldı,VERB
2007,3,.,.
2007,4,Rusya,NOUN
2007,4,Dışişleri,NOUN
2007,4,Bakanı,NOUN
2007,4,Sergey,NOUN
2007,4,Lavrov,NOUN
2007,4,Birleşmiş,NOUN
2007,4,Milletler'in,NOUN
2007,4,Suriye,NOUN
2007,4,Özel,ADJ
2007,4,Temsilcisi,NOUN
2007,4,Lakdar,NOUN
2007,4,Brahimi,NOUN
2007,4,ve,CONJ
2007,4,Arap,NOUN
2007,4,Birliği,NOUN
2007,4,Genel,NOUN
2007,4,Sekreteri,NOUN
2007,4,Nebil,NOUN
2007,4,Arabi,NOUN
2007,4,Mısır'ın,NOUN
2007,4,başkenti,NOUN
2007,4,Kahire'ın,NOUN
2007,4,üçlü,ADJ
2007,4,bir,DET
2007,4,toplantı,NOUN
2007,4,gerçekleştirdi,VERB
2007,4,.,.
2007,5,Yaklaşık,ADJ
2007,5,2,NUM
2007,5,saat,NOUN
2007,5,süren,ADJ
2007,5,toplantının,NOUN
2007,5,ardından,ADV
2007,5,kameraların,NOUN
2007,5,karşısına,NOUN
2007,5,geçen,ADJ
2007,5,Lavrov,NOUN
2007,5,Suriye'de,NOUN
2007,5,çözüm,NOUN
2007,5,için,ADP
2007,5,Cenevre,NOUN
2007,5,Anlaşması'nı,NOUN
2007,5,adres,NOUN
2007,5,gösterdi,VERB
2007,5,.,.
2007,6,Lavrov,NOUN
2007,6,Cenevre'nı,NOUN
2007,6,alınan,ADJ
2007,6,kararların,NOUN
2007,6,uygulanması,NOUN
2007,6,gerektiğini,ADJ
2007,6,düşünüyoruz,VERB
2007,6,.,.
2007,7,Ancak,CONJ
2007,7,batılı,NOUN
2007,7,ülkeler,NOUN
2007,7,ve,CONJ
2007,7,bölgedeki,NOUN
2007,7,bazı,DET
2007,7,ülkeler,NOUN
2007,7,Suriye,NOUN
2007,7,hükümetiyle,NOUN
2007,7,değil,VERB
2007,7,sadece,ADV
2007,7,muhaliflerle,NOUN
2007,7,görüşüyor,VERB
2007,7,.,.
2007,8,Hatta,ADV
2007,8,onları,PRON
2007,8,zafer,NOUN
2007,8,kazanana,NOUN
2007,8,kadar,ADP
2007,8,savaşmak,NOUN
2007,8,için,ADP
2007,8,yüreklendiriyorlar,VERB
2007,8,dedi,VERB
2007,8,.,.
2007,9,Rusya'nın,NOUN
2007,9,Suriye'ye,NOUN
2007,9,yönelik,ADP
2007,9,askeri,NOUN
2007,9,bir,DET
2007,9,müdahaleye,NOUN
2007,9,karşı,ADP
2007,9,olduğunun,ADJ
2007,9,bir,DET
2007,9,kez,NOUN
2007,9,daha,ADV
2007,9,altını,NOUN
2007,9,çizen,ADJ
2007,9,Lavrov,NOUN
2007,9,Cenevre,NOUN
2007,9,Anlaşması,NOUN
2007,9,varken,ADV
2007,9,Birleşmiş,NOUN
2007,9,Milletler'in,NOUN
2007,9,bir,DET
2007,9,karar,NOUN
2007,9,almasına,NOUN
2007,9,gerek,NOUN
2007,9,olmadığını,ADJ
2007,9,da,CONJ
2007,9,belirtti,VERB
2007,9,.,.
2007,10,İBRAHİMİ'DEN,NOUN
2007,10,TAM,ADJ
2007,10,TERSİ,NOUN
2007,10,AÇIKLAMA,NOUN
2007,10,Aynı,ADJ
2007,10,basın,NOUN
2007,10,toplantısında,NOUN
2007,10,Suriye,NOUN
2007,10,Özel,NOUN
2007,10,Temsilcisi,NOUN
2007,10,Brahimi'den,NOUN
2007,10,ise,CONJ
2007,10,tam,ADJ
2007,10,tersi,NOUN
2007,10,bir,DET
2007,10,açıklama,NOUN
2007,10,geldi,VERB
2007,10,.,.
2007,11,Brahimi,NOUN
2007,11,Suriye'de,NOUN
2007,11,siyasi,ADJ
2007,11,çözüm,NOUN
2007,11,için,ADP
2007,11,Cenevre,NOUN
2007,11,Anlaşması,NOUN
2007,11,çerçevesinde,NOUN
2007,11,bir,DET
2007,11,Birleşmiş,NOUN
2007,11,Milletler,NOUN
2007,11,Güvenlik,NOUN
2007,11,Konseyi,NOUN
2007,11,kararı,NOUN
2007,11,alınması,NOUN
2007,11,gerektiğini,ADJ
2007,11,söyledi,VERB
2007,11,.,.
2007,12,Arap,NOUN
2007,12,Birliği,NOUN
2007,12,Genel,NOUN
2007,12,Sekreteri,NOUN
2007,12,ise,CONJ
2007,12,Suriye'de,NOUN
2007,12,çözüm,NOUN
2007,12,için,ADP
2007,12,önce,ADV
2007,12,akan,ADJ
2007,12,kanın,NOUN
2007,12,durması,NOUN
2007,12,gerektiğine,ADJ
2007,12,dikkat,NOUN
2007,12,çekti,VERB
2007,12,.,.
2007,13,Uluslararası,NOUN
2007,13,toplumun,NOUN
2007,13,Haziran'da,NOUN
2007,13,Cenevre'de,NOUN
2007,13,üzerinde,ADP
2007,13,anlaştığı,ADJ
2007,13,plan,NOUN
2007,13,Suriye'deki,NOUN
2007,13,çatışmaların,NOUN
2007,13,kurulacak,ADJ
2007,13,geçişin,NOUN
2007,13,hükümetiyle,NOUN
2007,13,aşılmasını,NOUN
2007,13,öngörüyor,VERB
2007,13,.,.
2008,0,Ülkede,NOUN
2008,0,Taliban'a,NOUN
2008,0,karşı,ADP
2008,0,tepki,NOUN
2008,0,büyüyor,VERB
2008,0,.,.
2008,1,Pakistan'da,NOUN
2008,1,Taliban,NOUN
2008,1,militanlarının,NOUN
2008,1,kızların,NOUN
2008,1,okuması,NOUN
2008,1,için,ADP
2008,1,kampanya,NOUN
2008,1,yürüten,ADJ
2008,1,14,ADJ
2008,1,yaşındaki,NOUN
2008,1,Malala,NOUN
2008,1,Yusufzay'ı,NOUN
2008,1,vurması,NOUN
2008,1,ülkede,NOUN
2008,1,büyük,ADJ
2008,1,tepkiye,NOUN
2008,1,neden,NOUN
2008,1,oldu,VERB
2008,1,.,.
2008,2,Taliban,NOUN
2008,2,örgütü,NOUN
2008,2,tarafından,ADV
2008,2,üstlenilen,ADJ
2008,2,saldırıyı,NOUN
2008,2,Cumhurbaşkanı,NOUN
2008,2,Başbakan,NOUN
2008,2,ve,CONJ
2008,2,insan,NOUN
2008,2,hakları,NOUN
2008,2,örgütleri,NOUN
2008,2,kınarken,ADV
2008,2,Malala'nın,NOUN
2008,2,tedavi,NOUN
2008,2,için,ADP
2008,2,gerekirse,ADV
2008,2,yurt,NOUN
2008,2,dışına,NOUN
2008,2,gönderilebileceği,ADJ
2008,2,belirtildi,VERB
2008,2,.,.
2008,3,Asıf,NOUN
2008,3,Ali,NOUN
2008,3,Zerdari,NOUN
2008,3,yaptığı,ADJ
2008,3,yazılı,NOUN
2008,3,açıklamada,NOUN
2008,3,saldırının,NOUN
2008,3,Pakistan'nın,NOUN
2008,3,aşırılık,NOUN
2008,3,yanlısı,NOUN
2008,3,militanlarla,NOUN
2008,3,mücadelesini,NOUN
2008,3,ve,CONJ
2008,3,hükümetin,NOUN
2008,3,kadınların,NOUN
2008,3,eğitime,NOUN
2008,3,katılması,NOUN
2008,3,konusundaki,NOUN
2008,3,kararlılığını,NOUN
2008,3,sarsmayacağını,VERB
2008,3,vurguladı,VERB
2008,3,.,.
2008,4,Başbakan,NOUN
2008,4,Raja,NOUN
2008,4,Pervez,NOUN
2008,4,Eşref,NOUN
2008,4,de,CONJ
2008,4,yaptığı,ADJ
2008,4,açıklamada,NOUN
2008,4,bu,DET
2008,4,zihniyete,NOUN
2008,4,karşı,ADP
2008,4,mücadele,NOUN
2008,4,etmek,NOUN
2008,4,zorunda,NOUN
2008,4,olduklarının,ADJ
2008,4,altını,NOUN
2008,4,çizerek,ADV
2008,4,14,ADJ
2008,4,yaşındaki,NOUN
2008,4,bir,DET
2008,4,kız,NOUN
2008,4,çocuğuna,NOUN
2008,4,kurşun,NOUN
2008,4,sıkan,ADJ
2008,4,bu,DET
2008,4,zihniyet,NOUN
2008,4,devam,NOUN
2008,4,ederse,ADV
2008,4,hangimizin,PRON
2008,4,kızı,NOUN
2008,4,güvende,NOUN
2008,4,olabilir,VERB
2008,4,dedi,VERB
2008,4,.,.
2008,5,Öte,NOUN
2008,5,yandan,ADP
2008,5,Taliban,NOUN
2008,5,sözcüsü,NOUN
2008,5,İhsanullah,NOUN
2008,5,İhsan,NOUN
2008,5,yerel,NOUN
2008,5,bir,DET
2008,5,muhabire,NOUN
2008,5,yaptığı,ADJ
2008,5,açıklamada,NOUN
2008,5,Malala'yı,NOUN
2008,5,defalarca,ADV
2008,5,uyardıklarını,ADJ
2008,5,buna,PRON
2008,5,rağmen,ADV
2008,5,konuşmaya,NOUN
2008,5,devam,NOUN
2008,5,ettiği,ADJ
2008,5,için,ADP
2008,5,vurduklarını,ADJ
2008,5,söyledi,VERB
2008,5,.,.
2008,6,İhsan,NOUN
2008,6,Malala'yı,NOUN
2008,6,hastaneden,NOUN
2008,6,sağ,NOUN
2008,6,çıkması,NOUN
2008,6,durumunda,NOUN
2008,6,yeniden,ADV
2008,6,vuracaklarını,ADJ
2008,6,belirtti,VERB
2008,6,.,.
2008,7,Medyaya,NOUN
2008,7,konuşan,ADJ
2008,7,yetkililer,NOUN
2008,7,halkın,NOUN
2008,7,Taliban,NOUN
2008,7,örgütünün,NOUN
2008,7,gerçek,ADJ
2008,7,yüzünü,NOUN
2008,7,görmesi,NOUN
2008,7,ve,CONJ
2008,7,hükümet,NOUN
2008,7,güçlerine,NOUN
2008,7,yardımcı,NOUN
2008,7,olunması,NOUN
2008,7,çağrısı,NOUN
2008,7,yaparken,ADV
2008,7,saldırı,NOUN
2008,7,ülke,NOUN
2008,7,gündeminin,NOUN
2008,7,en,ADV
2008,7,çok,ADJ
2008,7,tartışılan,ADJ
2008,7,konusu,NOUN
2008,7,oldu,VERB
2008,7,.,.
2008,8,Taliban,NOUN
2008,8,örgütünün,NOUN
2008,8,özellikle,ADV
2008,8,devlet,NOUN
2008,8,otoritesinin,NOUN
2008,8,sağlanamadığı,ADJ
2008,8,kuzeybatı,NOUN
2008,8,bölgesinde,NOUN
2008,8,halk,NOUN
2008,8,içinde,ADV
2008,8,korku,NOUN
2008,8,salarak,ADV
2008,8,yönetim,NOUN
2008,8,boşluğunu,NOUN
2008,8,doldurmak,NOUN
2008,8,istemesi,NOUN
2008,8,ve,CONJ
2008,8,kendisine,PRON
2008,8,direnenleri,VERB
2008,8,öldürmesi,NOUN
2008,8,güvenlik,NOUN
2008,8,güçlerinin,NOUN
2008,8,örgüte,NOUN
2008,8,yönelik,ADP
2008,8,operasyonlarının,NOUN
2008,8,haklılığını,NOUN
2008,8,gündeme,NOUN
2008,8,getirdi,NOUN
2008,8,.,.
2008,9,Pakistan,NOUN
2008,9,ordusu,NOUN
2008,9,ülkenin,NOUN
2008,9,kuzeybatısındaki,NOUN
2008,9,Afganistan,NOUN
2008,9,sınır,NOUN
2008,9,hattı,NOUN
2008,9,boyunca,ADV
2008,9,konuşlanmış,NOUN
2008,9,Taliban,NOUN
2008,9,ve,CONJ
2008,9,Elkaide,NOUN
2008,9,militanlarına,NOUN
2008,9,karşı,ADP
2008,9,2009,ADJ
2008,9,yılının,NOUN
2008,9,Kasım,NOUN
2008,9,ayından,NOUN
2008,9,beri,ADV
2008,9,operasyonlar,NOUN
2008,9,düzenliyor.,VERB
2008,9,.,.
2009,0,Rice,NOUN
2009,0,kendini,PRON
2009,0,savundu,VERB
2009,0,CIA'yi,NOUN
2009,0,eleştirdi,VERB
2009,0,BD,NOUN
2009,0,Dışişleri,NOUN
2009,0,Bakanı,NOUN
2009,0,Hillary,NOUN
2009,0,Clinton'ın,NOUN
2009,0,yerine,NOUN
2009,0,ismi,NOUN
2009,0,geçen,ADJ
2009,0,ABD'nin,NOUN
2009,0,Birleşmiş,NOUN
2009,0,Milletler,NOUN
2009,0,BM,NOUN
2009,0,Büyükelçisi,NOUN
2009,0,Susan,NOUN
2009,0,Rice,NOUN
2009,0,Bingazi'deki,NOUN
2009,0,saldırı,NOUN
2009,0,ile,CONJ
2009,0,ilgili,NOUN
2009,0,Cumhuriyetçi,NOUN
2009,0,Partililerin,NOUN
2009,0,eleştirilerine,NOUN
2009,0,5,NUM
2009,0,gün,NOUN
2009,0,aradan,NOUN
2009,0,sonra,ADV
2009,0,cevap,NOUN
2009,0,verdi,VERB
2009,0,.,.
2009,1,BM'de,NOUN
2009,1,Güvenlik,NOUN
2009,1,Konseyi,NOUN
2009,1,toplantısı,NOUN
2009,1,çıkışında,NOUN
2009,1,Rice,NOUN
2009,1,Bana,PRON
2009,1,istihbarat,NOUN
2009,1,servisi,NOUN
2009,1,tarafından,ADV
2009,1,verilen,ADJ
2009,1,bilgiye,NOUN
2009,1,samimiyetle,ADV
2009,1,inandım.,VERB
2009,2,dedi,VERB
2009,2,.,.
2009,3,Bu,DET
2009,3,yıl,VERB
2009,3,sonunda,ADV
2009,3,kurulacak,ADJ
2009,3,olan,ADJ
2009,3,yeni,ADJ
2009,3,Obama,NOUN
2009,3,hükümetinde,NOUN
2009,3,dışişleri,NOUN
2009,3,bakanı,NOUN
2009,3,olarak,ADV
2009,3,göreve,NOUN
2009,3,devam,NOUN
2009,3,etmeyeceğini,ADJ
2009,3,açıklayan,ADJ
2009,3,Hillary,NOUN
2009,3,Clinton'ın,NOUN
2009,3,yerine,ADV
2009,3,adı,NOUN
2009,3,geçen,ADJ
2009,3,Rice'ın,NOUN
2009,3,Libya'nın,NOUN
2009,3,Bingazi,NOUN
2009,3,şehrinde,NOUN
2009,3,11,NUM
2009,3,Eylül,NOUN
2009,3,günü,NOUN
2009,3,gerçekleştirilen,ADJ
2009,3,ve,CONJ
2009,3,4,NUM
2009,3,Amerikalı,NOUN
2009,3,diplomatın,NOUN
2009,3,ölümü,NOUN
2009,3,ile'ı,CONJ
2009,3,sonuçlanan,ADJ
2009,3,saldırıların,NOUN
2009,3,İslam,NOUN
2009,3,karşıtı,NOUN
2009,3,film,NOUN
2009,3,nedeniyle,ADV
2009,3,olduğunu,ADJ
2009,3,söylemişti,VERB
2009,3,.,.
2009,4,Bingazi,NOUN
2009,4,saldırısının,NOUN
2009,4,İslam,NOUN
2009,4,karşıtı,NOUN
2009,4,filme,NOUN
2009,4,tepki,NOUN
2009,4,değil,VERB
2009,4,terör,NOUN
2009,4,saldırısı,NOUN
2009,4,olduğunun,ADJ
2009,4,anlaşılması,NOUN
2009,4,üzerine,ADP
2009,4,Cumhuriyetçi,NOUN
2009,4,Senatör,NOUN
2009,4,John,NOUN
2009,4,McCain,NOUN
2009,4,başta,NOUN
2009,4,olmak,NOUN
2009,4,üzere,ADP
2009,4,bu,DET
2009,4,partinin,NOUN
2009,4,kurmayları,NOUN
2009,4,geçen,ADJ
2009,4,hafta,NOUN
2009,4,Rice'ı,NOUN
2009,4,kamuoyunu,NOUN
2009,4,yanıltmakla,NOUN
2009,4,suçlamıştı,VERB
2009,4,.,.
2009,5,McCain,NOUN
2009,5,Obama'nın,NOUN
2009,5,dışişleri,NOUN
2009,5,bakanı,NOUN
2009,5,olarak,ADV
2009,5,Rice'ı,NOUN
2009,5,ataması,NOUN
2009,5,durumunda,NOUN
2009,5,buna,PRON
2009,5,parti,NOUN
2009,5,olarak,ADV
2009,5,karşı,ADP
2009,5,çıkacaklarını,ADJ
2009,5,da,CONJ
2009,5,dile,NOUN
2009,5,getirmiş,VERB
2009,5,Büyükleçi'nin,NOUN
2009,5,Clinton'dan,NOUN
2009,5,boşalacak,ADJ
2009,5,makamı,NOUN
2009,5,dolduracak,ADJ
2009,5,nitelikte,NOUN
2009,5,olmadığını,ADj
2009,5,söylemişti,VERB
2009,5,.,.
2009,6,Bu,DET
2009,6,eleştirilere,NOUN
2009,6,cevap,NOUN
2009,6,veren,ADJ
2009,6,Rice,NOUN
2009,6,Ben,PRON
2009,6,o,DET
2009,6,zamanda,NOUN
2009,6,bana,PRON
2009,6,verilen,ADJ
2009,6,ilk,ADJ
2009,6,bilgileri,NOUN
2009,6,paylaştığımı,ADJ
2009,6,söylemiş,VERB
2009,6,bu,DET
2009,6,konuda,NOUN
2009,6,nihai,NOUN
2009,6,neticenin,NOUN
2009,6,yapılacak,ADJ
2009,6,soruşturmadan,NOUN
2009,6,sonra,ADV
2009,6,elde,NOUN
2009,6,edileceğini,ADJ
2009,6,belirtmiştim.,VERB
2009,7,diye,ADP
2009,7,yakındı,VERB
2009,7,.,.
2009,8,Başta,NOUN
2009,8,Rice,NOUN
2009,8,olmak,NOUN
2009,8,üzere,ADV
2009,8,Obama,NOUN
2009,8,hükümeti,NOUN
2009,8,ABD'nin,NOUN
2009,8,Libya,NOUN
2009,8,Büyükelçisi,NOUN
2009,8,Christopher,NOUN
2009,8,Steven,NOUN
2009,8,ile,CONJ
2009,8,3,ADJ
2009,8,Amerikalı,NOUN
2009,8,diplomatın,NOUN
2009,8,öldüğü,ADJ
2009,8,saldırıların,NOUN
2009,8,11,NUM
2009,8,Eylül,NOUN
2009,8,günü,NOUN
2009,8,internete,NOUN
2009,8,düşen,ADJ
2009,8,provokasyon,NOUN
2009,8,filmine,NOUN
2009,8,tepki,NOUN
2009,8,olarak,ADV
2009,8,değerlendirmişti,VERB
2009,8,.,.
2009,9,Ancak,CONJ
2009,9,yapılan,ADJ
2009,9,soruşturma,NOUN
2009,9,sonunda,ADV
2009,9,saldırının,NOUN
2009,9,planlı,NOUN
2009,9,bir,DET
2009,9,terör,NOUN
2009,9,olayı,NOUN
2009,9,olduğunun,ADJ
2009,9,anlaşılması,NOUN
2009,9,üzerine,ADV
2009,9,Başkan,NOUN
2009,9,Obama,NOUN
2009,9,ile,CONJ
2009,9,Rice,NOUN
2009,9,Cumhuriyetçi,NOUN
2009,9,Partililerin,NOUN
2009,9,sert,ADJ
2009,9,eleştirilerine,NOUN
2009,9,maruz,NOUN
2009,9,kalmıştı,VERB
2009,9,.,.
2009,10,BM'deki,NOUN
2009,10,eleştirilere,NOUN
2009,10,cevabında,NOUN
2009,10,ilk,ADJ
2009,10,önce,NOUN
2009,10,CIA,NOUN
2009,10,ABD,NOUN
2009,10,Merkezi,ADJ
2009,10,Haber,NOUN
2009,10,Alma,NOUN
2009,10,Teşkilatı,NOUN
2009,10,üstü,NOUN
2009,10,örtülü,NOUN
2009,10,şekilde,NOUN
2009,10,eleştiren,ADJ
2009,10,Rice,NOUN
2009,10,daha,ADV
2009,10,sonra,ADV
2009,10,istihbarat,NOUN
2009,10,birimlerinin,NOUN
2009,10,fedakarca,ADV
2009,10,çalıştığını,ADJ
2009,10,söyledi,VERB
2009,10,.,.
2009,11,Rice,NOUN
2009,11,olayı,NOUN
2009,11,gerçekleştiren,ADJ
2009,11,teröristler,NOUN
2009,11,yakalanıp,ADV
2009,11,adalete,NOUN
2009,11,teslim,NOUN
2009,11,edilinceye,ADV
2009,11,kadar,ADP
2009,11,hiçbirimize,PRON
2009,11,dinlenme,NOUN
2009,11,yok.,VERB
2009,12,dedi.,VERB
2009,13,McCain'in,NOUN
2009,13,kendisi,PRON
2009,13,hakkında,ADV
2009,13,sarf,NOUN
2009,13,ettiği,VERB
2009,13,sözlerin,NOUN
2009,13,hatırlatılması,NOUN
2009,13,üzerine,ADV
2009,13,Rice,NOUN
2009,13,bunlar,PRON
2009,13,asılsız,NOUN
2009,13,diye,ADP
2009,13,cevap,NOUN
2009,13,verdi,VERB
2009,13,.,.
2009,14,Büyükelçi,NOUN
2009,14,Rice,NOUN
2009,14,hakkında,ADV
2009,14,eleştirilerde,NOUN
2009,14,bulunan,ADJ
2009,14,McCain,NOUN
2009,14,ile,CONJ
2009,14,uygun,NOUN
2009,14,zamanda,NOUN
2009,14,ve,CONJ
2009,14,uygun,NOUN
2009,14,bir,DET
2009,14,mekanda,NOUN
2009,14,sonuna,NOUN
2009,14,kadar,ADP
2009,14,tartışabileceğini,ADJ
2009,14,söyledi,VERB
2009,14,.,.
2009,15,Beyaz,ADJ
2009,15,Saray,NOUN
2009,15,da,CONJ
2009,15,BM,NOUN
2009,15,Büyükelçisine,NOUN
2009,15,sahip,NOUN
2009,15,çıktı,VERB
2009,15,.,.
2009,16,Beyaz,ADJ
2009,16,Saray'dan,NOUN
2009,16,yapılan,ADJ
2009,16,açıklamada,NOUN
2009,16,Rice'ın,NOUN
2009,16,o,DET
2009,16,zaman,NOUN
2009,16,var,NOUN
2009,16,olan,ADJ
2009,16,en,ADV
2009,16,iyi,ADJ
2009,16,bilgileri,NOUN
2009,16,uygun,NOUN
2009,16,bir,DET
2009,16,zeminde,NOUN
2009,16,paylaştığı,ADJ
2009,16,vurgulandı,VERB
2009,16,.,.
2009,17,Obama,NOUN
2009,17,geçen,ADJ
2009,17,hafta,NOUN
2009,17,da,CONJ
2009,17,Cumhuriyetçilere,NOUN
2009,17,Bingazi,NOUN
2009,17,saldırısı,NOUN
2009,17,ile,CONJ
2009,17,ilgili,NOUN
2009,17,bir,DET
2009,17,sorunları,NOUN
2009,17,olması,NOUN
2009,17,durumunda,NOUN
2009,17,ekibinden,NOUN
2009,17,birilerini,PRON
2009,17,değil,CONJ
2009,17,kendisine,PRON
2009,17,yönelik,ADP
2009,17,eleştiri,NOUN
2009,17,yapmalarını,NOUN
2009,17,söylemişti,VERB
2009,17,.,.
2010,0,Kuranı,NOUN
2010,0,Kerim,NOUN
2010,0,yakan,ADJ
2010,0,kişi,NOUN
2010,0,gözaltına,NOUN
2010,0,alındı,VERB
2010,0,Sosyal,NOUN
2010,0,paylaşım,NOUN
2010,0,sitesi,NOUN
2010,0,Facebook'taki,NOUN
2010,0,profiline,NOUN
2010,0,Kurban'nın,NOUN
2010,0,birinci,NOUN
2010,0,günü,NOUN
2010,0,Kuranı,NOUN
2010,0,Kerim,ADJ
2010,0,yakarken,ADJ
2010,0,çektirdiği,ADJ
2010,0,fotoğrafı,NOUN
2010,0,yükleyen,ADJ
2010,0,Predrag,NOUN
2010,0,Çosoviç,NOUN
2010,0,adlı,NOUN
2010,0,Sırp,NOUN
2010,0,başkent,NOUN
2010,0,Belgrad'da,NOUN
2010,0,gözaltına,NOUN
2010,0,alındı,VERB
2010,0,.,.
2010,1,Belgrad,NOUN
2010,1,Teknoloji,NOUN
2010,1,Suçları,NOUN
2010,1,Özel,NOUN
2010,1,Yetkili,NOUN
2010,1,Savcısı,NOUN
2010,1,Branko,NOUN
2010,1,Stamenkoviç,NOUN
2010,1,AA,NOUN
2010,1,muhabirine,NOUN
2010,1,yaptığı,ADJ
2010,1,açıklamada,NOUN
2010,1,polisin,NOUN
2010,1,Predrag,NOUN
2010,1,Çosoviç,NOUN
2010,1,adlı,NOUN
2010,1,kişinin,NOUN
2010,1,Facebook,NOUN
2010,1,profiline,NOUN
2010,1,Kuranı,NOUN
2010,1,Kerim'i,NOUN
2010,1,yakarken,ADV
2010,1,çekilmiş,ADJ
2010,1,bir,DET
2010,1,fotoğrafı,NOUN
2010,1,yüklediği,ADJ
2010,1,bilgisine,NOUN
2010,1,29,ADJ
2010,1,Ekim'de,NOUN
2010,1,ulaştığını,ADJ
2010,1,belirtti,VERB
2010,1,.,.
2010,2,Stamenkoviç,NOUN
2010,2,Söz,NOUN
2010,2,konusu,NOUN
2010,2,kişi,NOUN
2010,2,dini,NOUN
2010,2,ve,CONJ
2010,2,milli,NOUN
2010,2,duyguları,NOUN
2010,2,incitme,NOUN
2010,2,suçunu,NOUN
2010,2,işlediğini,ADJ
2010,2,fotoğrafları,NOUN
2010,2,yayımlayarak,ADV
2010,2,kanıtlamıştır,VERB
2010,2,.,.
2010,3,İlgili,NOUN
2010,3,şahsın,NOUN
